date,month,year,category,supersector,employment
2/28/2005,Feb,2005,Service-Providing,Education and Health Services,193.3
3/31/2005,Mar,2005,Goods-Producing,Construction,70.9
3/31/2005,Mar,2005,Goods-Producing,Manufacturing,228.2
3/31/2005,Mar,2005,Goods-Producing,Mining and Logging,2.2
3/31/2005,Mar,2005,Government,Local Government,163.2
3/31/2005,Mar,2005,Government,Federal Government,18
3/31/2005,Mar,2005,Government,State Government,63.4
3/31/2005,Mar,2005,Service-Providing,Retail Trade,180.4
3/31/2005,Mar,2005,Service-Providing,Leisure and Hospitality,130.2
3/31/2005,Mar,2005,Service-Providing,Other Services,56.4
3/31/2005,Mar,2005,Service-Providing,Professional and Business Services,112
3/31/2005,Mar,2005,Service-Providing,Education and Health Services,193.4
3/31/2005,Mar,2005,Service-Providing,Wholesale Trade,67.3
3/31/2005,Mar,2005,Service-Providing,Transportation and Utilities,58.6
3/31/2005,Mar,2005,Service-Providing,Information,33.5
3/31/2005,Mar,2005,Service-Providing,Financial Activities,98
4/30/2005,Apr,2005,Goods-Producing,Manufacturing,228.8
4/30/2005,Apr,2005,Goods-Producing,Construction,71.5
4/30/2005,Apr,2005,Goods-Producing,Mining and Logging,2
4/30/2005,Apr,2005,Government,Federal Government,18.1
4/30/2005,Apr,2005,Government,State Government,63.6
4/30/2005,Apr,2005,Government,Local Government,163
4/30/2005,Apr,2005,Service-Providing,Transportation and Utilities,58.7
4/30/2005,Apr,2005,Service-Providing,Education and Health Services,193.9
4/30/2005,Apr,2005,Service-Providing,Professional and Business Services,111.8
4/30/2005,Apr,2005,Service-Providing,Retail Trade,180.5
4/30/2005,Apr,2005,Service-Providing,Leisure and Hospitality,130.6
4/30/2005,Apr,2005,Service-Providing,Other Services,56.3
4/30/2005,Apr,2005,Service-Providing,Information,33.1
4/30/2005,Apr,2005,Service-Providing,Wholesale Trade,67.3
4/30/2005,Apr,2005,Service-Providing,Financial Activities,97.9
5/31/2005,May,2005,Goods-Producing,Construction,70.8
5/31/2005,May,2005,Goods-Producing,Mining and Logging,2.1
5/31/2005,May,2005,Goods-Producing,Manufacturing,229.6
5/31/2005,May,2005,Government,State Government,64.3
5/31/2005,May,2005,Government,Federal Government,18.1
5/31/2005,May,2005,Government,Local Government,163.3
5/31/2005,May,2005,Service-Providing,Financial Activities,98
5/31/2005,May,2005,Service-Providing,Retail Trade,180.1
5/31/2005,May,2005,Service-Providing,Other Services,56.2
5/31/2005,May,2005,Service-Providing,Professional and Business Services,112.4
5/31/2005,May,2005,Service-Providing,Leisure and Hospitality,130.1
5/31/2005,May,2005,Service-Providing,Wholesale Trade,67.4
5/31/2005,May,2005,Service-Providing,Transportation and Utilities,58.7
5/31/2005,May,2005,Service-Providing,Information,33
5/31/2005,May,2005,Service-Providing,Education and Health Services,194.4
6/30/2005,Jun,2005,Goods-Producing,Mining and Logging,2.1
6/30/2005,Jun,2005,Goods-Producing,Construction,71.1
6/30/2005,Jun,2005,Goods-Producing,Manufacturing,230
6/30/2005,Jun,2005,Government,Local Government,163.4
6/30/2005,Jun,2005,Government,State Government,63.6
6/30/2005,Jun,2005,Government,Federal Government,18.1
6/30/2005,Jun,2005,Service-Providing,Professional and Business Services,112.4
6/30/2005,Jun,2005,Service-Providing,Other Services,56.4
6/30/2005,Jun,2005,Service-Providing,Retail Trade,179.9
6/30/2005,Jun,2005,Service-Providing,Leisure and Hospitality,130.1
6/30/2005,Jun,2005,Service-Providing,Financial Activities,97.9
6/30/2005,Jun,2005,Service-Providing,Education and Health Services,195.3
6/30/2005,Jun,2005,Service-Providing,Wholesale Trade,67.4
6/30/2005,Jun,2005,Service-Providing,Transportation and Utilities,58.6
6/30/2005,Jun,2005,Service-Providing,Information,32.8
7/31/2005,Jul,2005,Goods-Producing,Manufacturing,230.3
7/31/2005,Jul,2005,Goods-Producing,Construction,71.8
7/31/2005,Jul,2005,Goods-Producing,Mining and Logging,2.1
7/31/2005,Jul,2005,Government,Federal Government,18.1
7/31/2005,Jul,2005,Government,State Government,63.8
7/31/2005,Jul,2005,Government,Local Government,163.4
7/31/2005,Jul,2005,Service-Providing,Information,32.9
7/31/2005,Jul,2005,Service-Providing,Leisure and Hospitality,130.6
7/31/2005,Jul,2005,Service-Providing,Financial Activities,98.1
7/31/2005,Jul,2005,Service-Providing,Wholesale Trade,67.4
7/31/2005,Jul,2005,Service-Providing,Education and Health Services,195.8
7/31/2005,Jul,2005,Service-Providing,Professional and Business Services,113.2
7/31/2005,Jul,2005,Service-Providing,Transportation and Utilities,59.2
7/31/2005,Jul,2005,Service-Providing,Other Services,56.4
7/31/2005,Jul,2005,Service-Providing,Retail Trade,180.3
8/31/2005,Aug,2005,Goods-Producing,Construction,72.1
8/31/2005,Aug,2005,Goods-Producing,Manufacturing,229.9
8/31/2005,Aug,2005,Goods-Producing,Mining and Logging,2.1
8/31/2005,Aug,2005,Government,Federal Government,18.1
8/31/2005,Aug,2005,Government,State Government,63.9
8/31/2005,Aug,2005,Government,Local Government,163.6
8/31/2005,Aug,2005,Service-Providing,Professional and Business Services,113.8
8/31/2005,Aug,2005,Service-Providing,Information,32.7
8/31/2005,Aug,2005,Service-Providing,Retail Trade,180.2
8/31/2005,Aug,2005,Service-Providing,Education and Health Services,196
8/31/2005,Aug,2005,Service-Providing,Transportation and Utilities,59.1
8/31/2005,Aug,2005,Service-Providing,Leisure and Hospitality,130.7
8/31/2005,Aug,2005,Service-Providing,Wholesale Trade,67.3
8/31/2005,Aug,2005,Service-Providing,Financial Activities,98.2
8/31/2005,Aug,2005,Service-Providing,Other Services,56.3
9/30/2005,Sep,2005,Goods-Producing,Construction,71.9
9/30/2005,Sep,2005,Goods-Producing,Manufacturing,230
9/30/2005,Sep,2005,Goods-Producing,Mining and Logging,2.1
9/30/2005,Sep,2005,Government,Federal Government,18
9/30/2005,Sep,2005,Government,Local Government,164.2
9/30/2005,Sep,2005,Government,State Government,63.9
9/30/2005,Sep,2005,Service-Providing,Financial Activities,98.6
9/30/2005,Sep,2005,Service-Providing,Professional and Business Services,115.6
9/30/2005,Sep,2005,Service-Providing,Information,32.7
9/30/2005,Sep,2005,Service-Providing,Transportation and Utilities,59.5
9/30/2005,Sep,2005,Service-Providing,Education and Health Services,196.6
9/30/2005,Sep,2005,Service-Providing,Retail Trade,180.1
9/30/2005,Sep,2005,Service-Providing,Leisure and Hospitality,131
9/30/2005,Sep,2005,Service-Providing,Other Services,56.3
9/30/2005,Sep,2005,Service-Providing,Wholesale Trade,67.5
10/31/2005,Oct,2005,Goods-Producing,Mining and Logging,2.1
10/31/2005,Oct,2005,Goods-Producing,Manufacturing,229.7
10/31/2005,Oct,2005,Goods-Producing,Construction,72.3
10/31/2005,Oct,2005,Government,Local Government,163.8
10/31/2005,Oct,2005,Government,State Government,64
10/31/2005,Oct,2005,Government,Federal Government,18.1
10/31/2005,Oct,2005,Service-Providing,Transportation and Utilities,59.4
10/31/2005,Oct,2005,Service-Providing,Wholesale Trade,67.7
10/31/2005,Oct,2005,Service-Providing,Education and Health Services,196.4
10/31/2005,Oct,2005,Service-Providing,Retail Trade,179.8
10/31/2005,Oct,2005,Service-Providing,Leisure and Hospitality,131.2
10/31/2005,Oct,2005,Service-Providing,Information,32.6
10/31/2005,Oct,2005,Service-Providing,Financial Activities,98.6
10/31/2005,Oct,2005,Service-Providing,Professional and Business Services,115.3
10/31/2005,Oct,2005,Service-Providing,Other Services,56.1
11/30/2005,Nov,2005,Goods-Producing,Construction,72.8
11/30/2005,Nov,2005,Goods-Producing,Manufacturing,229.1
11/30/2005,Nov,2005,Goods-Producing,Mining and Logging,2.1
11/30/2005,Nov,2005,Government,Local Government,163.8
11/30/2005,Nov,2005,Government,State Government,63.9
11/30/2005,Nov,2005,Government,Federal Government,18.1
11/30/2005,Nov,2005,Service-Providing,Financial Activities,98.8
11/30/2005,Nov,2005,Service-Providing,Transportation and Utilities,59.8
11/30/2005,Nov,2005,Service-Providing,Leisure and Hospitality,131.5
11/30/2005,Nov,2005,Service-Providing,Professional and Business Services,115
11/30/2005,Nov,2005,Service-Providing,Other Services,56.2
11/30/2005,Nov,2005,Service-Providing,Education and Health Services,196.6
11/30/2005,Nov,2005,Service-Providing,Wholesale Trade,67.5
11/30/2005,Nov,2005,Service-Providing,Information,32.5
11/30/2005,Nov,2005,Service-Providing,Retail Trade,179.7
12/31/2005,Dec,2005,Goods-Producing,Mining and Logging,2.1
12/31/2005,Dec,2005,Goods-Producing,Construction,71.7
12/31/2005,Dec,2005,Goods-Producing,Manufacturing,229.7
12/31/2005,Dec,2005,Government,Local Government,164
12/31/2005,Dec,2005,Government,Federal Government,18
12/31/2005,Dec,2005,Government,State Government,64.2
12/31/2005,Dec,2005,Service-Providing,Professional and Business Services,115.4
12/31/2005,Dec,2005,Service-Providing,Other Services,56.2
12/31/2005,Dec,2005,Service-Providing,Information,32.6
12/31/2005,Dec,2005,Service-Providing,Retail Trade,179.4
12/31/2005,Dec,2005,Service-Providing,Education and Health Services,196.8
12/31/2005,Dec,2005,Service-Providing,Wholesale Trade,67.5
12/31/2005,Dec,2005,Service-Providing,Financial Activities,99
12/31/2005,Dec,2005,Service-Providing,Transportation and Utilities,60.2
12/31/2005,Dec,2005,Service-Providing,Leisure and Hospitality,131
1/31/2006,Jan,2006,Goods-Producing,Manufacturing,230.8
1/31/2006,Jan,2006,Goods-Producing,Mining and Logging,2.2
1/31/2006,Jan,2006,Goods-Producing,Construction,74.8
1/31/2006,Jan,2006,Government,Local Government,164
1/31/2006,Jan,2006,Government,Federal Government,17.9
1/31/2006,Jan,2006,Government,State Government,63.2
1/31/2006,Jan,2006,Service-Providing,Information,32.5
1/31/2006,Jan,2006,Service-Providing,Professional and Business Services,114.9
1/31/2006,Jan,2006,Service-Providing,Education and Health Services,197.1
1/31/2006,Jan,2006,Service-Providing,Retail Trade,179.7
1/31/2006,Jan,2006,Service-Providing,Other Services,56.6
1/31/2006,Jan,2006,Service-Providing,Financial Activities,99.4
1/31/2006,Jan,2006,Service-Providing,Transportation and Utilities,60.3
1/31/2006,Jan,2006,Service-Providing,Wholesale Trade,68.1
1/31/2006,Jan,2006,Service-Providing,Leisure and Hospitality,132.4
2/28/2006,Feb,2006,Goods-Producing,Construction,76.5
2/28/2006,Feb,2006,Goods-Producing,Mining and Logging,2.2
2/28/2006,Feb,2006,Goods-Producing,Manufacturing,231.1
2/28/2006,Feb,2006,Government,Local Government,164.3
2/28/2006,Feb,2006,Government,State Government,64
2/28/2006,Feb,2006,Government,Federal Government,18
2/28/2006,Feb,2006,Service-Providing,Education and Health Services,197.4
2/28/2006,Feb,2006,Service-Providing,Other Services,56.6
2/28/2006,Feb,2006,Service-Providing,Professional and Business Services,115.6
2/28/2006,Feb,2006,Service-Providing,Transportation and Utilities,60.3
2/28/2006,Feb,2006,Service-Providing,Leisure and Hospitality,133.2
2/28/2006,Feb,2006,Service-Providing,Retail Trade,180.3
2/28/2006,Feb,2006,Service-Providing,Wholesale Trade,68
2/28/2006,Feb,2006,Service-Providing,Information,32.5
2/28/2006,Feb,2006,Service-Providing,Financial Activities,99.7
3/31/2006,Mar,2006,Goods-Producing,Manufacturing,231.5
3/31/2006,Mar,2006,Goods-Producing,Construction,75.7
3/31/2006,Mar,2006,Goods-Producing,Mining and Logging,2.1
3/31/2006,Mar,2006,Government,Local Government,164.3
3/31/2006,Mar,2006,Government,State Government,64.2
3/31/2006,Mar,2006,Government,Federal Government,18.1
3/31/2006,Mar,2006,Service-Providing,Education and Health Services,197.6
3/31/2006,Mar,2006,Service-Providing,Professional and Business Services,116.6
3/31/2006,Mar,2006,Service-Providing,Wholesale Trade,67.9
3/31/2006,Mar,2006,Service-Providing,Information,32.6
3/31/2006,Mar,2006,Service-Providing,Financial Activities,100.2
3/31/2006,Mar,2006,Service-Providing,Leisure and Hospitality,133.4
3/31/2006,Mar,2006,Service-Providing,Transportation and Utilities,60.4
3/31/2006,Mar,2006,Service-Providing,Retail Trade,180.4
3/31/2006,Mar,2006,Service-Providing,Other Services,56.6
4/30/2006,Apr,2006,Goods-Producing,Construction,75.1
4/30/2006,Apr,2006,Goods-Producing,Mining and Logging,2.2
4/30/2006,Apr,2006,Goods-Producing,Manufacturing,232.1
4/30/2006,Apr,2006,Government,Federal Government,18.3
4/30/2006,Apr,2006,Government,State Government,63.8
4/30/2006,Apr,2006,Government,Local Government,164.7
4/30/2006,Apr,2006,Service-Providing,Professional and Business Services,116.5
4/30/2006,Apr,2006,Service-Providing,Retail Trade,181.2
4/30/2006,Apr,2006,Service-Providing,Transportation and Utilities,61
4/30/2006,Apr,2006,Service-Providing,Information,32.7
4/30/2006,Apr,2006,Service-Providing,Education and Health Services,198.2
4/30/2006,Apr,2006,Service-Providing,Other Services,56.6
4/30/2006,Apr,2006,Service-Providing,Wholesale Trade,67.8
4/30/2006,Apr,2006,Service-Providing,Financial Activities,100.2
4/30/2006,Apr,2006,Service-Providing,Leisure and Hospitality,133.1
5/31/2006,May,2006,Goods-Producing,Manufacturing,232.2
5/31/2006,May,2006,Goods-Producing,Mining and Logging,2.2
5/31/2006,May,2006,Goods-Producing,Construction,74.4
5/31/2006,May,2006,Government,Local Government,164.5
5/31/2006,May,2006,Government,Federal Government,18.2
5/31/2006,May,2006,Government,State Government,64.1
5/31/2006,May,2006,Service-Providing,Retail Trade,180.5
5/31/2006,May,2006,Service-Providing,Leisure and Hospitality,133.2
5/31/2006,May,2006,Service-Providing,Transportation and Utilities,61
5/31/2006,May,2006,Service-Providing,Information,32.7
5/31/2006,May,2006,Service-Providing,Professional and Business Services,117.1
5/31/2006,May,2006,Service-Providing,Wholesale Trade,67.5
5/31/2006,May,2006,Service-Providing,Other Services,56.7
5/31/2006,May,2006,Service-Providing,Financial Activities,100.4
5/31/2006,May,2006,Service-Providing,Education and Health Services,198.8
6/30/2006,Jun,2006,Goods-Producing,Manufacturing,232.3
6/30/2006,Jun,2006,Goods-Producing,Construction,74.3
6/30/2006,Jun,2006,Goods-Producing,Mining and Logging,2.2
6/30/2006,Jun,2006,Government,Federal Government,18.3
6/30/2006,Jun,2006,Government,Local Government,165.8
6/30/2006,Jun,2006,Government,State Government,64.1
6/30/2006,Jun,2006,Service-Providing,Financial Activities,100.6
6/30/2006,Jun,2006,Service-Providing,Professional and Business Services,117.2
6/30/2006,Jun,2006,Service-Providing,Retail Trade,180.1
6/30/2006,Jun,2006,Service-Providing,Transportation and Utilities,61.3
6/30/2006,Jun,2006,Service-Providing,Other Services,56.8
6/30/2006,Jun,2006,Service-Providing,Leisure and Hospitality,133.7
6/30/2006,Jun,2006,Service-Providing,Wholesale Trade,67.6
6/30/2006,Jun,2006,Service-Providing,Education and Health Services,199.6
6/30/2006,Jun,2006,Service-Providing,Information,32.9
7/31/2006,Jul,2006,Goods-Producing,Manufacturing,231.6
7/31/2006,Jul,2006,Goods-Producing,Construction,74.1
7/31/2006,Jul,2006,Goods-Producing,Mining and Logging,2.2
7/31/2006,Jul,2006,Government,State Government,64.8
7/31/2006,Jul,2006,Government,Local Government,163.9
7/31/2006,Jul,2006,Government,Federal Government,18.1
7/31/2006,Jul,2006,Service-Providing,Transportation and Utilities,61.1
7/31/2006,Jul,2006,Service-Providing,Leisure and Hospitality,133.5
7/31/2006,Jul,2006,Service-Providing,Retail Trade,179.4
7/31/2006,Jul,2006,Service-Providing,Other Services,56.8
7/31/2006,Jul,2006,Service-Providing,Financial Activities,100.6
7/31/2006,Jul,2006,Service-Providing,Education and Health Services,199.7
7/31/2006,Jul,2006,Service-Providing,Wholesale Trade,67.3
7/31/2006,Jul,2006,Service-Providing,Professional and Business Services,117.1
7/31/2006,Jul,2006,Service-Providing,Information,33
8/31/2006,Aug,2006,Goods-Producing,Construction,73.9
8/31/2006,Aug,2006,Goods-Producing,Manufacturing,231.4
8/31/2006,Aug,2006,Goods-Producing,Mining and Logging,2.2
8/31/2006,Aug,2006,Government,State Government,64.5
8/31/2006,Aug,2006,Government,Local Government,164
8/31/2006,Aug,2006,Government,Federal Government,18.1
8/31/2006,Aug,2006,Service-Providing,Wholesale Trade,67.3
8/31/2006,Aug,2006,Service-Providing,Transportation and Utilities,61.6
8/31/2006,Aug,2006,Service-Providing,Education and Health Services,199.9
8/31/2006,Aug,2006,Service-Providing,Other Services,56.9
8/31/2006,Aug,2006,Service-Providing,Leisure and Hospitality,134
8/31/2006,Aug,2006,Service-Providing,Financial Activities,100.5
8/31/2006,Aug,2006,Service-Providing,Information,33.1
8/31/2006,Aug,2006,Service-Providing,Professional and Business Services,117.4
8/31/2006,Aug,2006,Service-Providing,Retail Trade,178.9
9/30/2006,Sep,2006,Goods-Producing,Construction,74.4
9/30/2006,Sep,2006,Goods-Producing,Manufacturing,230.4
9/30/2006,Sep,2006,Goods-Producing,Mining and Logging,2.2
9/30/2006,Sep,2006,Government,Local Government,165.8
9/30/2006,Sep,2006,Government,State Government,64.2
9/30/2006,Sep,2006,Government,Federal Government,18.1
9/30/2006,Sep,2006,Service-Providing,Financial Activities,101.2
9/30/2006,Sep,2006,Service-Providing,Other Services,56.9
9/30/2006,Sep,2006,Service-Providing,Leisure and Hospitality,134.7
9/30/2006,Sep,2006,Service-Providing,Professional and Business Services,118.3
9/30/2006,Sep,2006,Service-Providing,Retail Trade,178.9
9/30/2006,Sep,2006,Service-Providing,Transportation and Utilities,61.8
9/30/2006,Sep,2006,Service-Providing,Wholesale Trade,67.4
